Episode: 172  , Workload: 0 , Epsilon: 0.24, Reward: 0.00        
Episode: 173  , Workload: 1 , Epsilon: 0.24, Reward: 0.00        
Episode: 174  , Workload: 0 , Epsilon: 0.24, Reward: 0.00        
Episode: 175  , Workload: 1 , Epsilon: 0.24, Reward: 0.00        
Episode: 176  , Workload: 0 , Epsilon: 0.23, Reward: 0.00        
Episode: 177  , Workload: 1 , Epsilon: 0.23, Reward: 0.00        
Episode: 178  , Workload: 0 , Epsilon: 0.23, Reward: 0.00        
Episode: 179  , Workload: 1 , Epsilon: 0.23, Reward: 0.00        
Episode: 180  , Workload: 0 , Epsilon: 0.23, Reward: 412.26      
Episode: 181  , Workload: 1 , Epsilon: 0.23, Reward: 0.00        
Episode: 182  , Workload: 0 , Epsilon: 0.22, Reward: 0.00        
Episode: 183  , Workload: 1 , Epsilon: 0.22, Reward: 0.00        
Episode: 184  , Workload: 0 , Epsilon: 0.22, Reward: 0.00        
Episode: 185  , Workload: 1 , Epsilon: 0.22, Reward: 0.00        
Episode: 186  , Workload: 0 , Epsilon: 0.22, Reward: 0.00        
Episode: 187  , Workload: 1 , Epsilon: 0.22, Reward: 0.00        
Episode: 188  , Workload: 0 , Epsilon: 0.21, Reward: 0.00        
Episode: 189  , Workload: 1 , Epsilon: 0.21, Reward: 0.00        
Episode: 190  , Workload: 0 , Epsilon: 0.21, Reward: 0.00        
Episode: 191  , Workload: 1 , Epsilon: 0.21, Reward: 0.00        
Episode: 192  , Workload: 0 , Epsilon: 0.21, Reward: 0.00        
Episode: 193  , Workload: 1 , Epsilon: 0.21, Reward: 0.00        
Episode: 194  , Workload: 0 , Epsilon: 0.21, Reward: 0.00        
Episode: 195  , Workload: 1 , Epsilon: 0.20, Reward: 0.00        
Episode: 196  , Workload: 0 , Epsilon: 0.20, Reward: 0.00        
Episode: 197  , Workload: 1 , Epsilon: 0.20, Reward: 0.00        
Episode: 198  , Workload: 0 , Epsilon: 0.20, Reward: 0.00        
Episode: 199  , Workload: 1 , Epsilon: 0.20, Reward: 0.00        
Episode: 200  , Workload: 0 , Epsilon: 0.20, Reward: 0.00        
Episode: 201  , Workload: 1 , Epsilon: 0.20, Reward: 0.00        
Episode: 202  , Workload: 0 , Epsilon: 0.19, Reward: 0.00        
Episode: 203  , Workload: 1 , Epsilon: 0.19, Reward: 0.00        
Episode: 204  , Workload: 0 , Epsilon: 0.19, Reward: 0.00        
Episode: 205  , Workload: 1 , Epsilon: 0.19, Reward: 0.00        
Episode: 206  , Workload: 0 , Epsilon: 0.19, Reward: 0.00        
Episode: 207  , Workload: 1 , Epsilon: 0.19, Reward: 0.00        
Episode: 208  , Workload: 0 , Epsilon: 0.19, Reward: 0.00        
Episode: 209  , Workload: 1 , Epsilon: 0.19, Reward: 0.00        
Episode: 210  , Workload: 0 , Epsilon: 0.18, Reward: 0.00        
Episode: 211  , Workload: 1 , Epsilon: 0.18, Reward: 0.00        
Episode: 212  , Workload: 0 , Epsilon: 0.18, Reward: 0.00        
Episode: 213  , Workload: 1 , Epsilon: 0.18, Reward: 0.00        
Episode: 214  , Workload: 0 , Epsilon: 0.18, Reward: 0.00        
Episode: 215  , Workload: 1 , Epsilon: 0.18, Reward: 0.00        
Episode: 216  , Workload: 0 , Epsilon: 0.18, Reward: 0.00        
Episode: 217  , Workload: 1 , Epsilon: 0.18, Reward: 0.00        
Episode: 218  , Workload: 0 , Epsilon: 0.18, Reward: 0.00        
Episode: 219  , Workload: 1 , Epsilon: 0.17, Reward: 0.00        
Episode: 220  , Workload: 0 , Epsilon: 0.17, Reward: 0.00        
Episode: 221  , Workload: 1 , Epsilon: 0.17, Reward: 0.00        
Episode: 222  , Workload: 0 , Epsilon: 0.17, Reward: 0.00        
Episode: 223  , Workload: 1 , Epsilon: 0.17, Reward: 0.00        
Episode: 224  , Workload: 0 , Epsilon: 0.17, Reward: 0.00        
Episode: 225  , Workload: 1 , Epsilon: 0.17, Reward: 0.00        
Episode: 226  , Workload: 0 , Epsilon: 0.17, Reward: 0.00        
Episode: 227  , Workload: 1 , Epsilon: 0.17, Reward: 0.00        
Episode: 228  , Workload: 0 , Epsilon: 0.16, Reward: 0.00        
Episode: 229  , Workload: 1 , Epsilon: 0.16, Reward: 0.00        
Episode: 230  , Workload: 0 , Epsilon: 0.16, Reward: 0.00        
Episode: 231  , Workload: 1 , Epsilon: 0.16, Reward: 0.00        
Episode: 232  , Workload: 0 , Epsilon: 0.16, Reward: 0.00        
Episode: 233  , Workload: 1 , Epsilon: 0.16, Reward: 0.00        
Episode: 234  , Workload: 0 , Epsilon: 0.16, Reward: 0.00        
Episode: 235  , Workload: 1 , Epsilon: 0.16, Reward: 0.00        
Episode: 236  , Workload: 0 , Epsilon: 0.16, Reward: 0.00        
Episode: 237  , Workload: 1 , Epsilon: 0.16, Reward: 0.00        
Episode: 238  , Workload: 0 , Epsilon: 0.15, Reward: 0.00        
Episode: 239  , Workload: 1 , Epsilon: 0.15, Reward: 0.00        
Episode: 240  , Workload: 0 , Epsilon: 0.15, Reward: 0.00        
Episode: 241  , Workload: 1 , Epsilon: 0.15, Reward: 0.00        
Episode: 242  , Workload: 0 , Epsilon: 0.15, Reward: 0.00        
Episode: 243  , Workload: 1 , Epsilon: 0.15, Reward: 0.00        
Episode: 244  , Workload: 0 , Epsilon: 0.15, Reward: 0.00        
Episode: 245  , Workload: 1 , Epsilon: 0.15, Reward: 0.00        
Episode: 246  , Workload: 0 , Epsilon: 0.15, Reward: 0.00        
Episode: 247  , Workload: 1 , Epsilon: 0.15, Reward: 0.00        
Episode: 248  , Workload: 0 , Epsilon: 0.15, Reward: 0.00        
Episode: 249  , Workload: 1 , Epsilon: 0.14, Reward: 0.00        
Episode: 250  , Workload: 0 , Epsilon: 0.14, Reward: 0.00        
Episode: 251  , Workload: 1 , Epsilon: 0.14, Reward: 0.00        
Episode: 252  , Workload: 0 , Epsilon: 0.14, Reward: 0.00        
Episode: 253  , Workload: 1 , Epsilon: 0.14, Reward: 0.00        
Episode: 254  , Workload: 0 , Epsilon: 0.14, Reward: 0.00        
Episode: 255  , Workload: 1 , Epsilon: 0.14, Reward: 0.00        
Episode: 256  , Workload: 0 , Epsilon: 0.14, Reward: 0.00        
Episode: 257  , Workload: 1 , Epsilon: 0.14, Reward: 0.00        
Episode: 258  , Workload: 0 , Epsilon: 0.14, Reward: 0.00        
Episode: 259  , Workload: 1 , Epsilon: 0.14, Reward: 0.00        
Episode: 260  , Workload: 0 , Epsilon: 0.14, Reward: 0.00        
Episode: 261  , Workload: 1 , Epsilon: 0.13, Reward: 0.00        
Episode: 262  , Workload: 0 , Epsilon: 0.13, Reward: 0.00        
Episode: 263  , Workload: 1 , Epsilon: 0.13, Reward: 0.00        
Episode: 264  , Workload: 0 , Epsilon: 0.13, Reward: 0.00        
Episode: 265  , Workload: 1 , Epsilon: 0.13, Reward: 0.00        
Episode: 266  , Workload: 0 , Epsilon: 0.13, Reward: 0.00        
Episode: 267  , Workload: 1 , Epsilon: 0.13, Reward: 0.00        
Episode: 268  , Workload: 0 , Epsilon: 0.13, Reward: 0.00        
Episode: 269  , Workload: 1 , Epsilon: 0.13, Reward: 0.00        
Episode: 270  , Workload: 0 , Epsilon: 0.13, Reward: 0.00        
Episode: 271  , Workload: 1 , Epsilon: 0.13, Reward: 0.00        
Episode: 272  , Workload: 0 , Epsilon: 0.13, Reward: 0.00        
Episode: 273  , Workload: 1 , Epsilon: 0.13, Reward: 0.00        
Episode: 274  , Workload: 0 , Epsilon: 0.13, Reward: 0.00        
Episode: 275  , Workload: 1 , Epsilon: 0.12, Reward: 0.00        
Episode: 276  , Workload: 0 , Epsilon: 0.12, Reward: 0.00        
Episode: 277  , Workload: 1 , Epsilon: 0.12, Reward: 0.00        
Episode: 278  , Workload: 0 , Epsilon: 0.12, Reward: 0.00        
Episode: 279  , Workload: 1 , Epsilon: 0.12, Reward: 0.00        
Episode: 280  , Workload: 0 , Epsilon: 0.12, Reward: 0.00        
Episode: 281  , Workload: 1 , Epsilon: 0.12, Reward: 0.00        
Episode: 282  , Workload: 0 , Epsilon: 0.12, Reward: 0.00        
Episode: 283  , Workload: 1 , Epsilon: 0.12, Reward: 0.00        
Episode: 284  , Workload: 0 , Epsilon: 0.12, Reward: 0.00        
Episode: 285  , Workload: 1 , Epsilon: 0.12, Reward: 0.00        
